Area,category,business_status,formatted_phone_number,international_phone_number,name,opening_hours,place_id,rating,types,url,user_ratings_total,website,permanently_closed,price_level,latitude,longitude
Ciutat Vella,clothing_store,OPERATIONAL,934 81 61 24,+34 934 81 61 24,Bershka,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJK5h2LfKipBIRSQ2072YVkXM,3.9,"['clothing_store', 'shoe_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8327460717837159753,1877.0,https://www.bershka.com/es,,,41.38874999999999,2.16893
Ciutat Vella,shoe_store,OPERATIONAL,934 81 61 24,+34 934 81 61 24,Bershka,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJK5h2LfKipBIRSQ2072YVkXM,3.9,"['clothing_store', 'shoe_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8327460717837159753,1877.0,https://www.bershka.com/es,,,41.38874999999999,2.16893
Ciutat Vella,local_government_office,OPERATIONAL,934 81 60 00,+34 934 81 60 00,Serveis Territorials d'Ensenyança en Comarques de Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJCTuGkfGipBIROJoORAW-upM,1.8,"['local_government_office', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10645029599069510200,63.0,,,,41.3892752,2.1701421
Ciutat Vella,clothing_store,OPERATIONAL,934 81 30 96,+34 934 81 30 96,Outdoor Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1030'}}], 'weekday_text': ['Monday: 10:30\u202fAM\u2009–\u20093:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20093:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20093:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20093:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20093:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJk5lVGPKipBIRaHeb8HwAGy8,3.7,"['clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3394307280766465896,471.0,,,,41.3896614,2.1691535
Ciutat Vella,embassy,OPERATIONAL,934 67 70 80,+34 934 67 70 80,Consolat General de Bèlgica Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJHQVw6-2ipBIRFlq6UCxKIiU,3.9,"['embassy', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2675782682804902422,31.0,,,,41.3924325,2.173110899999999
Ciutat Vella,secondary_school,OPERATIONAL,934 54 19 63,+34 934 54 19 63,Institut Superior de Ciències Religioses de Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJVVVU3YyipBIRJD6JHyPNxfs,5.0,"['secondary_school', 'school', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=18142132224668548644,3.0,https://www.iscreb.org/,,,41.3878697,2.163395399999999
Ciutat Vella,library,OPERATIONAL,934 54 16 07,+34 934 54 16 07,Biblioteca Universitaria Episcopal de Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJVVVU3YyipBIRKId_ImgjQuU,4.3,"['library', 'university', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16519805313310754600,31.0,http://www.bibliotecaepiscopalbcn.org/,,,41.3878698,2.1633955
Ciutat Vella,university,OPERATIONAL,934 54 16 07,+34 934 54 16 07,Biblioteca Universitaria Episcopal de Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJVVVU3YyipBIRKId_ImgjQuU,4.3,"['library', 'university', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16519805313310754600,31.0,http://www.bibliotecaepiscopalbcn.org/,,,41.3878698,2.1633955
Ciutat Vella,veterinary_care,OPERATIONAL,934 12 59 44,+34 934 12 59 44,Vet & Stil Casp,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1630'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1630'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1630'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1630'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1630'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']}",ChIJ__-P6e-ipBIRXRlQ5NPijlw,4.8,"['veterinary_care', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6669517497878714717,99.0,,,,41.3916756,2.1734953
Ciutat Vella,clothing_store,OPERATIONAL,934 12 29 35,+34 934 12 29 35,Mango Outlet,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJ9VMNhe-ipBIRNRHlqAHc-Ig,3.6,"['clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=9869880483069104437,3503.0,https://www.mangooutlet.com/es,,,41.3926016,2.1738661
Ciutat Vella,clothing_store,OPERATIONAL,934 12 01 05,+34 934 12 01 05,Massimo Dutti,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJt5WyQ_KipBIRseVGC3r1Qxc,4.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1676453390835967409,579.0,http://massimodutti.com/?utm_campaign=LOCALSEO&utm_medium=eb40dd91-369c-48b8-b1ee-748f6cd204d8&utm_source=google_gmb,,,41.389441,2.16793
Ciutat Vella,store,OPERATIONAL,934 12 01 05,+34 934 12 01 05,Massimo Dutti,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJt5WyQ_KipBIRseVGC3r1Qxc,4.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1676453390835967409,579.0,http://massimodutti.com/?utm_campaign=LOCALSEO&utm_medium=eb40dd91-369c-48b8-b1ee-748f6cd204d8&utm_source=google_gmb,,,41.389441,2.16793
Ciutat Vella,local_government_office,OPERATIONAL,933 66 30 00,+34 933 66 30 00,Patronat de la Vall de Núria,,ChIJ34BVK42ipBIRaD1kL0wcQ8Q,2.0,"['local_government_office', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14142178368411680104,2.0,http://sac.gencat.cat/sacgencat/AppJava/organisme_fitxa.jsp?codi=4110,,,41.3887575,2.164671
Ciutat Vella,car_dealer,OPERATIONAL,933 63 18 38,+34 933 63 18 38,Banisio,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJaQ0Sn6ujpBIR-D_wLFiSses,5.0,"['car_dealer', 'store', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16983516577199570936,3.0,https://banisio.com/,,,41.389093,2.1693375
Ciutat Vella,meal_delivery,OPERATIONAL,933 48 69 99,+34 933 48 69 99,Sabor Sichuan,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1630'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1930'}}, {'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1930'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1930'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1930'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1930'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1930'}}, {'close': {'day': 6, 'time': '1630'}, 'open': {'day': 6, 'time': '1300'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1930'}}], 'weekday_text': ['Monday: 1:00\u2009–\u20094:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 1:00\u2009–\u20094:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 1:00\u2009–\u20094:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 1:00\u2009–\u20094:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 1:00\u2009–\u20094:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 1:00\u2009–\u20094:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 1:00\u2009–\u20094:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM']}",ChIJ___jb4mipBIRt4ShRXKCQT8,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://maps.google.com/?cid=4558067725181748407,596.0,http://www.saborsichuan.es/,,2.0,41.3901416,2.169835
Ciutat Vella,lodging,OPERATIONAL,933 43 66 90,+34 933 43 66 90,Hotel Praktik Rambla,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJ28738O6ipBIRqo55ZE-YJt8,4.4,"['lodging', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16079706986328460970,565.0,http://hotelpraktikrambla.com/?utm_campaign=GoogleMyBusiness-Rambla&utm_content=GoogleMyBusiness-Rambla&utm_source=GoogleMyBusiness,,,41.3890045,2.1658045
Ciutat Vella,lodging,OPERATIONAL,933 43 60 80,+34 933 43 60 80,Hotel Roger de Llúria,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJPff4K-6ipBIR3bWevVVIVug,4.2,"['lodging', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16741648197887112669,359.0,http://www.rogerdelluria.com/,,,41.3911629,2.171915
Ciutat Vella,lodging,OPERATIONAL,933 42 80 00,+34 933 42 80 00,Acta Atrium Palace,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJNTesH-6ipBIRVsq8wZo3eGo,4.2,"['lodging', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7671943103040506454,589.0,http://www.hotel-atriumpalace.com/,,,41.390896,2.1707218
Ciutat Vella,dentist,OPERATIONAL,933 42 64 00,+34 933 42 64 00,Instituts Odontològics - Clínica Dental Diputació,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJ6RqPKo2ipBIRI77faDskaOU,3.9,"['dentist', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16530502269844569635,157.0,http://www.ioa.es/,,,41.3884307,2.1646228
Ciutat Vella,clothing_store,OPERATIONAL,933 42 57 82,+34 933 42 57 82,Geox,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJmSqPOPKipBIRB6hCEKIn_wM,3.9,"['shoe_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=287992478185990151,209.0,https://www.geox.com/es-ES/?utm_source=Barcelona&utm_medium=store&utm_campaign=BarcelonaPaseodeGracia_141,,,41.38889940000001,2.168280299999999
